"['65.', 'SIEMENS Magnetom Avanto 1.5T MRI Scanner Parts For Sale', 'Part Number: 8626314', 'Clamp 1.5 Complete set incl. cushions', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'siemens', 'magnetom-avanto-1.5t', '8626314', '4604525']"
"['66.', 'PHILIPS Ingenia 3.0T MRI Scanner Parts For Sale', 'Part Number: 812210276386', 'ASSY SHIM KIT 3.0T - 24CH', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'philips', 'ingenia-3.0t', '812210276386', '4604524']"
"['67.', 'PHILIPS Allura Xper FD20 Cath Angio Lab Parts For Sale', 'Part Number: 459800544052', 'Clarity IQ II PC W/HDD', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'philips', 'allura-xper-fd20', '459800544052', '4604523']"
"['68.', 'PHILIPS BV Endura C-Arm Parts For Sale', 'Part Number: 4598-003-19921', 'C-ARC CABLE ENDURA SUCO (L) PACK', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'philips', 'bv-endura', '4598-003-19921', '4603777']"
"['69.', 'SIEMENS Axiom Luminos dRF Rad/Fluoro Room Parts For Sale', 'Part Number: 10645511', 'joystick 60mm DMG', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-fluoro-room', 'siemens', 'axiom-luminos-drf', '10645511', '4603776']"
"['70.', 'SIEMENS Cios Select C-Arm Parts For Sale', 'Part Number: 10892840', 'MCU_HS_S1EP', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'siemens', 'cios-select', '10892840', '4603775']"
"['71.', 'GE Innova IGS 530, Discovery IGS 520, Discovery IGS 530, Discovery IGS 620 Rad/Fluoro Room Parts For Sale', 'Part Number: 5421309', 'Left Moving Cover', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-fluoro-room', 'ge', 'innova-igs-530-discovery-igs-520-discovery-igs-530-discovery-igs-620', '5421309', '4602653']"
"['72.', 'GE Innova IGS 530, Discovery IGS 520, Discovery IGS 530, Discovery IGS 620 Cath Angio Lab Parts For Sale', 'Part Number: 5421309', 'Left Moving Cover', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'ge', 'innova-igs-530-discovery-igs-520-discovery-igs-530-discovery-igs-620', '5421309', '4602652']"
"['73.', 'GE Innova IGS 530, Discovery IGS 520, Discovery IGS 540, Discovery IGS 620 Rad/Fluoro Room Parts For Sale', 'Part Number: 5421303', 'RIGHT MOVING COVER', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-fluoro-room', 'ge', 'innova-igs-530-discovery-igs-520-discovery-igs-540-discovery-igs-620', '5421303', '4602651']"
"['74.', 'GE Innova IGS 530, Discovery IGS 520, Discovery IGS 540, Discovery IGS 620 Cath Angio Lab Parts For Sale', 'Part Number: 5421303', 'RIGHT MOVING COVER', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'ge', 'innova-igs-530-discovery-igs-520-discovery-igs-540-discovery-igs-620', '5421303', '4602650']"
"['75.', 'PHILIPS Digital Diagnost Rad Room Parts For Sale', 'Part Number: 459800221021', 'Fiber optic link', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-room', 'philips', 'digital-diagnost', '459800221021', '4602649']"
"['Live Help!', 'We are offline at the moment', 'Leave a message']","['https:', '', 'www.dotmed.com', 'users', 'my', 'chat', 'cs_external_offline.html?uid=193414']"
"['76.', 'SIEMENS Cios Select C-Arm Parts For Sale', 'Part Number: 11145184', 'D610 PCBA+D611PCBA', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'siemens', 'cios-select', '11145184', '4602648']"
"['77.', 'GE Infinia Hawkeye 4 Nuclear Gamma Camera Parts For Sale', 'Part Number: E9300000427', 'Slipring Index Board', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'ge', 'infinia-hawkeye-4', 'e9300000427', '4602647']"
"['78.', 'SIEMENS ARTIS Q BIPLANE Cath Angio Lab Parts For Sale', 'Part Number: 10392265', 'LIFT ROS POTENTIOMETER', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'siemens', 'artis-q-biplane', '10392265', '4602646']"
"['79.', 'PHILIPS Digital Diagnost Rad Room Parts For Sale', 'Part Number: 459801311362', 'Tube Colomn', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-room', 'philips', 'digital-diagnost', '459801311362', '4602645']"
"['80.', 'PHILIPS Multi Diagnost Eleva Rad/Fluoro Room Parts For Sale', 'Part Number: 452216329162', 'MD-UNIT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-fluoro-room', 'philips', 'multi-diagnost-eleva', '452216329162', '4602644']"
"['81.', 'PHILIPS BV Libra, BV 300, BV Endura C-Arm Parts For Sale', 'Part Number: 452216310932', 'X Ray Tube 17-110Kv', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'philips', 'bv-libra-bv-300-bv-endura', '452216310932', '4602642']"
"['82.', 'GE Infinia Hawkeye 4 Nuclear Gamma Camera Parts For Sale', 'Part Number: 9300000427', 'Slipring Index Board', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'ge', 'infinia-hawkeye-4', '9300000427', '4602641']"
"['83.', 'GE Infinia Hawkeye 4 Nuclear Gamma Camera Parts For Sale', 'Part Number: 5604088', 'Infinia Vangaurd Lateral Motor Assembly', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'ge', 'infinia-hawkeye-4', '5604088', '4602640']"
"['84.', 'PHILIPS BV 300, BV Endura, BV Libra C-Arm Parts For Sale', 'Part Number: 4522-163-10932', 'X Ray Tube 17-110Kv', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'philips', 'bv-300-bv-endura-bv-libra', '4522-163-10932', '4602229']"
"['85.', 'PHILIPS INTERA 1.0T MRI Scanner Parts For Sale', 'Part Number: 452213154772', 'PICU', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'philips', 'intera-1.0t', '452213154772', '4602228']"
"['86.', 'SIEMENS ECAM Nuclear Gamma Camera Parts For Sale', 'Part Number: 4341744', 'BASE COVER LEFT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'siemens', 'ecam', '4341744', '4602227']"
"['87.', 'SIEMENS Multix Pro Rad Room Parts For Sale', 'Part Number: 10398379', 'LED cover.', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-room', 'siemens', 'multix-pro', '10398379', '4602226']"
"['88.', 'SIEMENS ECAM Nuclear Gamma Camera Parts For Sale', 'Part Number: 5239210', 'COVER DETECTOR 1 LEFT RAIL PLASTIC', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'siemens', 'ecam', '5239210', '4602225']"
"['89.', 'GE Revolution Evo CT Scanner Parts For Sale', 'Part Number: 5127468-5', 'Top Side Cover Right Assembly HD Positioning GT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'revolutionevo', '5127468-5', '4602224']"
"['90.', 'SIEMENS ECAM Nuclear Gamma Camera Parts For Sale', 'Part Number: 5256750', 'ASM AIMDR HD3 DETECTOR', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'siemens', 'ecam', '5256750', '4602223']"
"['Live Help!', 'We are offline at the moment', 'Leave a message']","['https:', '', 'www.dotmed.com', 'users', 'my', 'chat', 'cs_external_offline.html?uid=193414']"
"['91.', 'PHILIPS ACHIEVA 1.5T MRI Scanner Parts For Sale', 'Part Number: 452215043542', 'DVD+RW Drive', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 02  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'philips', 'achieva-1.5t', '452215043542', '4601665']"
"['92.', 'GE Optima MR450W MRI Scanner Parts For Sale', 'Part Number: 5150668-31', 'HIGH DEFINITION VIDEO P-PORT SPINDLE TIP KIT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 02  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'optima-mr450w', '5150668-31', '4601664']"
"['93.', 'SIEMENS Symbia T6 Nuclear Gamma Camera Parts For Sale', 'Part Number: 10273557', 'SERVICE KIT TAA WITH HARDWARE', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 02  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'nuclear-gamma-camera', 'siemens', 'symbia-t6', '10273557', '4601663']"
"['94.', 'PHILIPS Ingenuity 128 CT Scanner Parts For Sale', 'Part Number: 4535-675-60001', 'Spellman 80KW Cathode Power Module', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 02  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'philips', 'ingenuity-128', '4535-675-60001', '4601662']"
"['95.', 'SIEMENS Polymobil Plus Portable X-Ray Parts For Sale', 'Part Number: 1092584', 'LAMP BULB 24V 80mA', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 02  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'portable-x-ray', 'siemens', 'polymobil-plus', '1092584', '4601661']"
"['96.', 'SIEMENS Multix Pro Rad Room Parts For Sale', 'Part Number: 10092611', 'multix collimator', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'rad-room', 'siemens', 'multix-pro', '10092611', '4601119']"
"['97.', 'PHILIPS MX16 CT Scanner Parts For Sale', 'Part Number: 459801178141', 'ROTOR CONTROL BOARD V2', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'philips', 'mx16', '459801178141', '4601118']"
"['98.', 'GE Optima MR450W MRI Scanner Parts For Sale', 'Part Number: 5182417-5', 'MCRv Tool Kit', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'optima-mr450w', '5182417-5', '4601117']"
"['99.', 'PHILIPS Allura Xper FD20 Cath Angio Lab Parts For Sale', 'Part Number: 459800003012', 'Tube Cover with Sensors', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'philips', 'allura-xper-fd20', '459800003012', '4600528']"
"['100.', 'PHILIPS Allura Xper FD20 Cath Angio Lab Parts For Sale', 'Part Number: 989600215994', 'TPU-FD MODULE', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'philips', 'allura-xper-fd20', '989600215994', '4600527']"
"['101.', 'SIEMENS Axiom Artis Cath Angio Lab Parts For Sale', 'Part Number: 5771444', 'MATTRESS FOR TABLETOP', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'siemens', 'axiom-artis', '5771444', '4600526']"
"['102.', 'GE Signa Excite HDxt 1.5T 15x MRI Scanner Parts For Sale', 'Part Number: 2423192-SH', '1.5T 16 Channel HNS Posterior (Single HDx Cable)', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'signa-excite-hdxt-1.5t-15x', '2423192-sh', '4599570']"
"['103.', 'PHILIPS ACCESS CT CT Scanner Parts For Sale', 'Part Number: 459801178601', 'Motion control board', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'philips', 'access-ct', '459801178601', '4599569']"
"['104.', 'SIEMENS SOMATOM go.Up CT Scanner Parts For Sale', 'Part Number: 11171900', 'CHRONON TUBE', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'siemens', 'somatom-go.up', '11171900', '4599568']"
"['105.', 'PHILIPS Allura Xper FD20 Cath Angio Lab Parts For Sale', 'Part Number: 989601022322', 'NFS NICOL V3 CV Collimator', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'cath-angio-lab', 'philips', 'allura-xper-fd20', '989601022322', '4599567']"
listing_text,href_value
"['Live Help!', 'We are offline at the moment', 'Leave a message']","['https:', '', 'www.dotmed.com', 'users', 'my', 'chat', 'cs_external_offline.html?uid=193414']"
"['1.', 'GE Signa Excite 1.5T MRI Scanner Parts For Sale', 'Part Number: 5418908-2', 'Anterior 16 Channel Cardiac Array Coil', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'signa-excite-1.5t', '5418908-2', '4618498']"
"['2.', 'GE LightSpeed 16 CT Scanner Parts For Sale', 'Part Number: 5120580', 'TS_IMS_REAR Positioning GT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-16', '5120580', '4618497']"
"['3.', 'GE Optima CT660, Revolution Evo CT Scanner Parts For Sale', 'Part Number: 5814953', 'Merc40 VCS board Fru', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'optima-ct660-revolutionevo', '5814953', '4618496']"
"['4.', 'GE BRIVO MR355 MRI Scanner Parts For Sale', 'Part Number: 46-281101P8', '46-281101P8 - Vent Adapter O-ring', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'brivo-mr355', '46-281101p8', '4618495']"
"['5.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 5394794-42', 'AW VolumeShare 5 HP Z800 Workstation', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'June 01  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '5394794-42', '4618494']"
"['6.', 'GE Lightspeed Pro 16 CT Scanner Parts For Sale', 'Part Number: 5419719', 'DAS ON DETECTOR 16 (DOD16) CENTER MODULE KIT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-pro-16', '5419719', '4617560']"
"['7.', 'GE Discovery IQ PET/CT Parts For Sale', 'Part Number: 5450948', 'Low Voltage Power Supply', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'pet-ct', 'ge', 'discovery-iq', '5450948', '4617559']"
"['8.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 5139590-3', 'Left CT Control Panel', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 31  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '5139590-3', '4617558']"
"['9.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 5330602', 'CT Front Cover CAN (Bus) Cable Harness', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 30  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '5330602', '4616239']"
"['10.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 2271663', 'Cable from Display to Breathing Lights', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 30  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '2271663', '4616238']"
"['11.', 'GE OEC 9800 Esp, OEC 9900 C-Arm Parts For Sale', 'Part Number: 00-881191-01', '9 inch Image Intensifier', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 29  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'ge', 'oec-9800-esp-oec-9900', '00-881191-01', '4615799']"
"['12.', 'PHILIPS Ingenia 3.0T MRI Scanner Parts For Sale', 'Part Number: 452213313974', 'WA UIM left Part', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'philips', 'ingenia-3.0t', '452213313974', '4615590']"
"['13.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 5241326', 'Halo Detector Modules', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '5241326', '4615589']"
"['14.', 'GE Signa Excite 1.5T 11X MRI Scanner Parts For Sale', 'Part Number: 5408240', 'COIL COMPRESSION SLIDER LEFT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'signa-excite-1.5t-11x', '5408240', '4615588']"
"['15.', 'GE Optima CT660 CT Scanner Parts For Sale', 'Part Number: 9890-000-87251', 'DA200P40+LMB', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'optima-ct660', '9890-000-87251', '4615587']"
"['Live Help!', 'We are offline at the moment', 'Leave a message']","['https:', '', 'www.dotmed.com', 'users', 'my', 'chat', 'cs_external_offline.html?uid=193414']"
"['16.', 'PHILIPS BV Endura C-Arm Parts For Sale', 'Part Number: 459800320113', 'CONNECT. PLATE STND ENDURA R2.2 (L) PACK', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'c-arm', 'philips', 'bv-endura', '459800320113', '4615586']"
"['17.', 'GE Signa Excite HD 1.5T 12X MRI Scanner Parts For Sale', 'Part Number: 5406395', '1.5T HD 8 Ch Wrist Coil for Flat Table w/Cable and Baseplate', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'signa-excite-hd-1.5t-12x', '5406395', '4615585']"
"['18.', 'GE Discovery LS 16 PET/CT Parts For Sale', 'Part Number: 54411-1024', 'DX15C08C-GE3 Motion Control Amplifier', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'pet-ct', 'ge', 'discovery-ls-16', '54411-1024', '4615584']"
"['19.', 'GE Signa Excite 1.5T MRI Scanner Parts For Sale', 'Part Number: 5408241', 'COIL COMPRESSION SLIDER RIGHT', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'mri-scanner', 'ge', 'signa-excite-1.5t', '5408241', '4615583']"
"['20.', 'GE LightSpeed VCT 64 CT Scanner Parts For Sale', 'Part Number: 5233047', 'HALO DETECTOR MODULE', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-vct-64', '5233047', '4615582']"
"['21.', 'GE LIghtspeed ultra 8 CT Scanner Parts For Sale', 'Part Number: 2362870-2', 'DARC - GRE (4/8 SLICE MDAS GDIP)', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'ge', 'lightspeed-ultra-8', '2362870-2', '4615581']"
"['22.', 'PHILIPS Brilliance 16 Water CT Scanner Parts For Sale', 'Part Number: 459800447911', 'IntelliSapce Portal', 'Quality tested part, Excellent PRICE,Worldwide quick delivery, Reliability,... view more', 'May 28  ', 'Rami Marom / MediRam Europe', 'phone: +33 0769874253', '(40)']","['https:', '', 'www.dotmed.com', 'listing', 'ct-scanner', 'philips', 'brilliance-16-water', '459800447911', '4615580']"
